name,navicode,latitude,longitude,type,username,expire
스타벅스 목동10단지,3232*384,37.515426,126.859603,1,admin,20260806
스타벅스 신월동DT,3232*385,37.538292,126.827101,1,admin,20260806
스타벅스 타임스퀘어R,3232*386,37.517550,126.905160,1,admin,20260806
스타벅스 샛강역,3232*387,37.518355,126.931272,1,admin,20260806
스타벅스 영등포역,3232*388,37.517000,126.909067,1,admin,20260806
스타벅스 당산대로,3232*389,37.533121,126.903804,1,admin,20260806
스타벅스 여의도IFC몰(L1)R,3232*390,37.525386,126.926065,1,admin,20260806
스타벅스 여의도KBS R,3232*391,37.526596,126.918456,1,admin,20260806
스타벅스 여의도화재보험,3232*392,37.521345,126.926004,1,admin,20260806
스타벅스 국회대로,3232*393,37.530260,126.919549,1,admin,20260806
스타벅스 영등포KT,3232*394,37.526419,126.905314,1,admin,20260806
스타벅스 여의도공원R,3232*395,37.529130,126.925357,1,admin,20260806
스타벅스 국회의사당역,3232*396,37.528054,126.917120,1,admin,20260806
스타벅스 여의도역R,3232*397,37.523328,126.923439,1,admin,20260806
스타벅스 선유동이레빌딩,3232*398,37.534278,126.896976,1,admin,20260806
스타벅스 동여의도,3232*399,37.520630,126.931686,1,admin,20260806
스타벅스 여의도ABL타워,3232*400,37.518749,126.927790,1,admin,20260806
스타벅스 영등포신길,3232*401,37.504566,126.910073,1,admin,20260806
스타벅스 문래역,3232*402,37.517446,126.895258,1,admin,20260806
스타벅스 당산,3232*403,37.534994,126.900005,1,admin,20260806
스타벅스 여의도한양증권,3232*404,37.522450,126.929059,1,admin,20260806
스타벅스 여의도일신,3232*405,37.527750,126.920276,1,admin,20260806
스타벅스 하이테크시티,3232*406,37.514456,126.899879,1,admin,20260806
스타벅스 여의도,3232*407,37.524035,126.924518,1,admin,20260806
스타벅스 롯데캐슬여의도,3232*408,37.520252,126.926368,1,admin,20260806
스타벅스 문래동,3232*409,37.519602,126.889652,1,admin,20260806
스타벅스 여의도호성,3232*410,37.520471,126.929206,1,admin,20260806
스타벅스 타임스퀘어B2,3232*411,37.516810,126.903363,1,admin,20260806
스타벅스 영등포본동,3232*412,37.518713,126.909559,1,admin,20260806
스타벅스 타임스퀘어2F,3232*413,37.516923,126.903312,1,admin,20260806
스타벅스 여의도의사당,3232*414,37.530023,126.921090,1,admin,20260806
스타벅스 여의도IFC(1F),3232*415,37.525273,126.924668,1,admin,20260806
스타벅스 여의도교직원공제회,3232*416,37.521915,126.925588,1,admin,20260806
스타벅스 선유도역 1번출구,3232*417,37.538333,126.893612,1,admin,20260806
스타벅스 영등포시장역,3232*418,37.523493,126.904978,1,admin,20260806
스타벅스 영등포구청역,3232*419,37.527890,126.896080,1,admin,20260806
스타벅스 서울양평역,3232*420,37.523128,126.885809,1,admin,20260806
스타벅스 영등포시장교차로,3232*421,37.520424,126.904446,1,admin,20260806
스타벅스 더현대서울(B2)R,3232*422,37.525883,126.928658,1,admin,20260806
스타벅스 여의도브라이튼,3232*423,37.524101,126.929817,1,admin,20260806
스타벅스 여의도TP타워,3232*424,37.521625,126.923020,1,admin,20260806
스타벅스 당산역사거리,3232*425,37.534097,126.901214,1,admin,20260806
스타벅스 신풍역,3232*426,37.500347,126.908438,1,admin,20260806
스타벅스 불광역,3232*427,37.609382,126.930397,1,admin,20260806
스타벅스 구파발사거리,3232*428,37.639617,126.918810,1,admin,20260806
스타벅스 연신내역사거리,3232*429,37.618774,126.921799,1,admin,20260806
스타벅스 연신내,3232*430,37.620321,126.919893,1,admin,20260806
스타벅스 구파발역,3232*431,37.634460,126.918881,1,admin,20260806
스타벅스 은평구청입구,3232*432,37.601042,126.926789,1,admin,20260806
스타벅스 은평이마트,3232*433,37.600379,126.920274,1,admin,20260806
스타벅스 구산역,3232*434,37.611745,126.917678,1,admin,20260806
스타벅스 불광역8번출구,3232*435,37.611990,126.928900,1,admin,20260806
스타벅스 수색,3232*436,37.580064,126.899562,1,admin,20260806
스타벅스 새절역,3232*437,37.589427,126.912864,1,admin,20260806
스타벅스 더북한산,3232*438,37.655458,126.947556,1,admin,20260806
스타벅스 녹번역,3232*439,37.603308,126.935286,1,admin,20260806
스타벅스 진관DT,3232*440,37.650179,126.936197,1,admin,20260806
스타벅스 연합뉴스,3232*441,37.574627,126.980475,1,admin,20260806
스타벅스 혜화역,3232*442,37.582478,127.002185,1,admin,20260806
스타벅스 경희궁로,3232*443,37.571759,126.972343,1,admin,20260806
스타벅스 강북삼성병원,3232*444,37.568546,126.967560,1,admin,20260806
스타벅스 종로평창동,3232*445,37.606148,126.967364,1,admin,20260806
스타벅스 광화문우체국,3232*446,37.569854,126.978083,1,admin,20260806
스타벅스 종로R,3232*447,37.570800,126.983400,1,admin,20260806
스타벅스 독립문역,3232*448,37.571432,126.961269,1,admin,20260806
스타벅스 정부서울청사R,3232*449,37.574621,126.973678,1,admin,20260806
스타벅스 종로구청,3232*450,37.572499,126.980951,1,admin,20260806
스타벅스 북촌로,3232*451,37.579419,126.986486,1,admin,20260806
스타벅스 종로수송,3232*452,37.571652,126.980623,1,admin,20260806
스타벅스 새문안로,3232*453,37.569824,126.975222,1,admin,20260806
스타벅스 안국,3232*454,37.577394,126.985764,1,admin,20260806
스타벅스 삼청동,3232*455,37.585412,126.981913,1,admin,20260806
스타벅스 광화문D타워,3232*456,37.570491,126.979070,1,admin,20260806
스타벅스 적선,3232*457,37.575204,126.973936,1,admin,20260806
스타벅스 인사,3232*458,37.572209,126.986798,1,admin,20260806
스타벅스 광화문,3232*459,37.571229,126.976287,1,admin,20260806
스타벅스 성대입구,3232*460,37.582892,126.998392,1,admin,20260806
스타벅스 스페이스본,3232*461,37.574886,126.969220,1,admin,20260806
스타벅스 주얼리시티,3232*462,37.571483,126.998667,1,admin,20260806
스타벅스 종각,3232*463,37.570017,126.984504,1,admin,20260806
스타벅스 동숭로아트,3232*464,37.582969,127.003876,1,admin,20260806
스타벅스 종로관철,3232*465,37.569139,126.985933,1,admin,20260806
스타벅스 경복궁역,3232*466,37.577151,126.972745,1,admin,20260806
스타벅스 이마빌딩,3232*467,37.573864,126.978972,1,admin,20260806
스타벅스 마로니에공원,3232*468,37.581543,127.002341,1,admin,20260806
스타벅스 종로3가,3232*469,37.570565,126.990217,1,admin,20260806
스타벅스 대학로,3232*470,37.576492,127.001471,1,admin,20260806
스타벅스 경복궁사거리,3232*471,37.575616,126.980237,1,admin,20260806
스타벅스 종로관수,3232*472,37.569711,126.988635,1,admin,20260806
스타벅스 광화문교보문고,3232*473,37.571017,126.977937,1,admin,20260806
스타벅스 정동,3232*474,37.568578,126.970067,1,admin,20260806
스타벅스 종로플레이스,3232*475,37.573138,126.998355,1,admin,20260806
스타벅스 강북삼성병원1층,3232*476,37.568546,126.967560,1,admin,20260806
스타벅스 동숭길입구,3232*477,37.584236,127.002014,1,admin,20260806
스타벅스 서울대치과병원,3232*478,37.577474,126.999891,1,admin,20260806
스타벅스 서대문역,3232*479,37.566700,126.966290,1,admin,20260806
스타벅스 숭례문북창,3232*480,37.561725,126.976838,1,admin,20260806
스타벅스 을지로4가역,3232*481,37.566344,126.997533,1,admin,20260806
스타벅스 동대문두타,3232*482,37.568925,127.008784,1,admin,20260806
스타벅스 대한상공회의소R,3232*483,37.560938,126.973702,1,admin,20260806
스타벅스 국립중앙의료원,3232*484,37.566516,127.006238,1,admin,20260806
스타벅스 동국대,3232*485,37.561542,126.998437,1,admin,20260806
스타벅스 신세계본점5F,3232*486,37.560951,126.981134,1,admin,20260806
스타벅스 동대문공원,3232*487,37.565133,127.007191,1,admin,20260806
스타벅스 을지로국제빌딩,3232*488,37.566952,126.982219,1,admin,20260806
스타벅스 동대입구역,3232*489,37.559593,127.006142,1,admin,20260806
스타벅스 신당역사거리,3232*490,37.565807,127.016430,1,admin,20260806
스타벅스 연세세브란스,3232*491,37.557207,126.973540,1,admin,20260806
스타벅스 회현역,3232*492,37.559472,126.980726,1,admin,20260806
스타벅스 을지로경기빌딩,3232*493,37.567075,126.983146,1,admin,20260806
스타벅스 을지로2가,3232*494,37.566347,126.988066,1,admin,20260806
스타벅스 신세계본점6F,3232*495,37.560381,126.980758,1,admin,20260806
스타벅스 서울중앙우체국,3232*496,37.561678,126.982117,1,admin,20260806
스타벅스 한국프레스센터,3232*497,37.567248,126.978049,1,admin,20260806
스타벅스 명동중앙로,3232*498,37.563749,126.985772,1,admin,20260806
스타벅스 약수역,3232*499,37.555437,127.010725,1,admin,20260806
스타벅스 중구저동,3232*500,37.564369,126.990338,1,admin,20260806
스타벅스 명동길,3232*501,37.562070,126.985867,1,admin,20260806
스타벅스 서소문로,3232*502,37.563006,126.974546,1,admin,20260806
스타벅스 신당역,3232*503,37.565403,127.014352,1,admin,20260806
스타벅스 명동메트로,3232*504,37.565118,126.983681,1,admin,20260806
스타벅스 숭례문,3232*505,37.558745,126.973095,1,admin,20260806
스타벅스 순화동더샵,3232*506,37.560061,126.971838,1,admin,20260806
스타벅스 환구단,3232*507,37.564599,126.979230,1,admin,20260806
스타벅스 무교동,3232*508,37.567928,126.979207,1,admin,20260806
스타벅스 문화일보,3232*509,37.567123,126.968664,1,admin,20260806
스타벅스 태평로,3232*510,37.562483,126.976793,1,admin,20260806
스타벅스 퍼시픽타워,3232*511,37.561322,126.973026,1,admin,20260806
스타벅스 남산단암,3232*512,37.558536,126.975459,1,admin,20260806
스타벅스 황학캐슬,3232*513,37.571240,127.022905,1,admin,20260806
스타벅스 을지로삼화타워,3232*514,37.566902,126.984707,1,admin,20260806
스타벅스 소공로,3232*515,37.563727,126.980768,1,admin,20260806
스타벅스 을지로한국빌딩,3232*516,37.565722,126.983290,1,admin,20260806
스타벅스 시청,3232*517,37.566290,126.979808,1,admin,20260806
스타벅스 명동역,3232*518,37.560862,126.983105,1,admin,20260806
스타벅스 명동입구,3232*519,37.563319,126.982242,1,admin,20260806
스타벅스 장충라운지R,3232*520,37.561037,127.007335,1,admin,20260806
스타벅스 충무로,3232*521,37.561496,126.992823,1,admin,20260806
스타벅스 이마트타워,3232*522,37.560743,126.972528,1,admin,20260806
스타벅스 동호로,3232*523,37.553478,127.011305,1,admin,20260806
스타벅스 무교로,3232*524,37.567221,126.979077,1,admin,20260806
스타벅스 청계크리스탈스퀘어,3232*525,37.567900,126.989330,1,admin,20260806
스타벅스 숭례문SG타워,3232*526,37.558129,126.974264,1,admin,20260806
스타벅스 세종대로,3232*527,37.568678,126.976493,1,admin,20260806
스타벅스 동대문디자인플라자,3232*528,37.567430,127.009758,1,admin,20260806
스타벅스 별다방,3232*529,37.560201,126.982933,1,admin,20260806
스타벅스 포포인츠명동,3232*530,37.565721,126.989343,1,admin,20260806
스타벅스 명동남산,3232*531,37.560809,126.986397,1,admin,20260806
스타벅스 명일역,3232*532,37.552555,127.143886,1,admin,20260806
스타벅스 강동구청DT,3232*533,37.529388,127.123848,1,admin,20260806
스타벅스 강동암사DT,3232*534,37.555116,127.129971,1,admin,20260806
스타벅스 굽은다리역,3232*535,37.545312,127.143018,1,admin,20260806
스타벅스 강동역,3232*536,37.536047,127.133086,1,admin,20260806
스타벅스 둔촌동,3232*537,37.522642,127.133987,1,admin,20260806
스타벅스 천호로데오,3232*538,37.537807,127.127309,1,admin,20260806
스타벅스 천호이마트,3232*539,37.538984,127.125171,1,admin,20260806
스타벅스 길동역,3232*540,37.538702,127.140140,1,admin,20260806
스타벅스 상일동,3232*541,37.550948,127.174095,1,admin,20260806
스타벅스 명일이마트,3232*542,37.554179,127.156134,1,admin,20260806
스타벅스 상일동역,3232*543,37.557567,127.170764,1,admin,20260806
스타벅스 천호사거리,3232*544,37.539702,127.123542,1,admin,20260806
스타벅스 강일역,3232*545,37.557475,127.173511,1,admin,20260806
스타벅스 올림픽공원북2문,3232*546,37.524183,127.128678,1,admin,20260806
스타벅스 강동강일,3232*547,37.572195,127.174940,1,admin,20260806
스타벅스 천호대로길동,3232*548,37.534651,127.137210,1,admin,20260806
스타벅스 천호역,3232*549,37.537952,127.124579,1,admin,20260806
스타벅스 구로디지털타워,3232*550,37.483472,126.896857,1,admin,20260806
스타벅스 오류동역,3232*551,37.496216,126.844861,1,admin,20260806
스타벅스 구로디지털로,3232*552,37.485699,126.895992,1,admin,20260806
스타벅스 구로에이스,3232*553,37.484234,126.894561,1,admin,20260806
스타벅스 구로하이엔드,3232*554,37.481618,126.893136,1,admin,20260806
스타벅스 현대디큐브2F,3232*555,37.509453,126.889684,1,admin,20260806
스타벅스 구로호텔,3232*556,37.483129,126.898859,1,admin,20260806
스타벅스 현대디큐브B2,3232*557,37.509248,126.889981,1,admin,20260806
스타벅스 구로고척,3232*558,37.497060,126.863150,1,admin,20260806
스타벅스 구로NC,3232*559,37.501219,126.882798,1,admin,20260806
스타벅스 구로오류DT,3232*560,37.488129,126.834492,1,admin,20260806
스타벅스 구로구청,3232*561,37.493951,126.886761,1,admin,20260806
스타벅스 고척아이파크,3232*562,37.499306,126.858221,1,admin,20260806
스타벅스 신도림힐스테이트,3232*563,37.506860,126.884638,1,admin,20260806
스타벅스 답십리역,3232*564,37.568466,127.051106,1,admin,20260806
스타벅스 경희대삼거리,3232*565,37.591531,127.052017,1,admin,20260806
스타벅스 외대정문,3232*566,37.595346,127.059030,1,admin,20260806
스타벅스 신설동역,3232*567,37.576723,127.025545,1,admin,20260806
스타벅스 회기역사거리,3232*568,37.590784,127.056098,1,admin,20260806
스타벅스 장한평역,3232*569,37.562337,127.065511,1,admin,20260806
스타벅스 경희대,3232*570,37.592881,127.052809,1,admin,20260806
스타벅스 청량리역롯데캐슬스카이,3232*571,37.579249,127.045331,1,admin,20260806
스타벅스 경동1960,3232*572,37.579614,127.038685,1,admin,20260806
스타벅스 사이버한국외대,3232*573,37.596051,127.060761,1,admin,20260806
스타벅스 청량리역사,3232*574,37.580565,127.048565,1,admin,20260806
스타벅스 답십리초교사거리,3232*575,37.568254,127.057241,1,admin,20260806
스타벅스 장안사거리,3232*576,37.572721,127.070093,1,admin,20260806
스타벅스 서울숲역,3232*577,37.541869,127.044899,1,admin,20260806
스타벅스 금호역,3232*578,37.547994,127.015334,1,admin,20260806
스타벅스 뚝섬역,3232*579,37.546432,127.049042,1,admin,20260806
스타벅스 황학사거리,3232*580,37.567598,127.023713,1,admin,20260806
스타벅스 성수역,3232*581,37.543193,127.056943,1,admin,20260806
스타벅스 상왕십리역,3232*582,37.565110,127.028020,1,admin,20260806
스타벅스 왕십리역,3232*583,37.562754,127.033907,1,admin,20260806
스타벅스 한양대,3232*584,37.557270,127.042165,1,admin,20260806
스타벅스 엔터식스,3232*585,37.561758,127.038333,1,admin,20260806
스타벅스 신금호역,3232*586,37.554967,127.020145,1,admin,20260806
스타벅스 왕십리역9번출구,3232*587,37.560543,127.035267,1,admin,20260806
스타벅스 성수,3232*588,37.544462,127.055413,1,admin,20260806
스타벅스 옥수,3232*589,37.543030,127.013366,1,admin,20260806
스타벅스 성수낙낙,3232*590,37.547326,127.066367,1,admin,20260806
스타벅스 효창공원앞역,3232*591,37.539305,126.963060,1,admin,20260806
스타벅스 서울역서부,3232*592,37.555165,126.968446,1,admin,20260806
스타벅스 이태원역,3232*593,37.534273,126.994789,1,admin,20260806
스타벅스 한강진역R,3232*594,37.537131,127.000980,1,admin,20260806
스타벅스 용산역써밋R,3232*595,37.527586,126.965401,1,admin,20260806
스타벅스 이촌,3232*596,37.518605,126.977271,1,admin,20260806
스타벅스 신용산역,3232*597,37.528702,126.966757,1,admin,20260806
스타벅스 용산파크타워,3232*598,37.523818,126.970389,1,admin,20260806
스타벅스 남영동,3232*599,37.542831,126.972242,1,admin,20260806
스타벅스 한남동R,3232*600,37.534850,127.010919,1,admin,20260806
스타벅스 서울타워,3232*601,37.551102,126.988317,1,admin,20260806
스타벅스 서울역동자동,3232*602,37.551752,126.972694,1,admin,20260806
스타벅스 순천향입구,3232*603,37.533394,127.005630,1,admin,20260806
스타벅스 숙대,3232*604,37.544605,126.967225,1,admin,20260806
스타벅스 동빙고,3232*605,37.529005,126.991763,1,admin,20260806
스타벅스 숙대입구역,3232*606,37.544226,126.971957,1,admin,20260806
스타벅스 용산아이파크몰6F,3232*607,37.528907,126.964635,1,admin,20260806
스타벅스 동부이촌동,3232*608,37.521110,126.969050,1,admin,20260806
스타벅스 숙명여대정문,3232*609,37.544748,126.964842,1,admin,20260806
스타벅스 용산해링턴스퀘어,3232*610,37.526538,126.967362,1,admin,20260806
스타벅스 경리단길,3232*611,37.538540,126.987370,1,admin,20260806
스타벅스 서울역사,3232*612,37.554157,126.971794,1,admin,20260806
스타벅스 용산리첸시아,3232*613,37.538571,126.967409,1,admin,20260806
스타벅스 용산전자랜드,3232*614,37.532861,126.961001,1,admin,20260806
스타벅스 상봉,3232*615,37.597842,127.092509,1,admin,20260806
스타벅스 중랑역,3232*616,37.593033,127.074736,1,admin,20260806
스타벅스 중랑구청,3232*617,37.605389,127.095756,1,admin,20260806
스타벅스 사가정역,3232*618,37.579594,127.087966,1,admin,20260806
스타벅스 상봉역,3232*619,37.596890,127.086470,1,admin,20260806
스타벅스 묵동,3232*620,37.615368,127.076633,1,admin,20260806
스타벅스 양원역,3232*621,37.606654,127.106360,1,admin,20260806
스타벅스 중화역,3232*622,37.601709,127.078411,1,admin,20260806
스타벅스 김해진영DT,3232*623,35.306004,128.731753,1,admin,20260806
스타벅스 신세계김해,3232*624,35.228483,128.873046,1,admin,20260806
스타벅스 김해이마트,3232*625,35.229997,128.872136,1,admin,20260806
스타벅스 김해대로DT,3232*626,35.227992,128.896545,1,admin,20260806
스타벅스 김해외동DT,3232*627,35.229626,128.862948,1,admin,20260806
스타벅스 김해율하,3232*628,35.176597,128.812782,1,admin,20260806
스타벅스 김해삼계,3232*629,35.261527,128.871614,1,admin,20260806
스타벅스 김해내동,3232*630,35.237152,128.867521,1,admin,20260806
스타벅스 서김해IC DT,3232*631,35.203877,128.837971,1,admin,20260806
스타벅스 김해주촌DT,3232*632,35.235283,128.843496,1,admin,20260806
스타벅스 김해가야로DT,3232*633,35.240903,128.884341,1,admin,20260806
스타벅스 장유대청,3232*634,35.190482,128.801459,1,admin,20260806
스타벅스 장유율하,3232*635,35.171580,128.822641,1,admin,20260806
스타벅스 진영신도시,3232*636,35.307409,128.735295,1,admin,20260806
스타벅스 김해율하신도시,3232*637,35.170945,128.813901,1,admin,20260806
스타벅스 김해금관대로DT,3232*638,35.239872,128.860901,1,admin,20260806
스타벅스 밀양DT,3232*639,35.485327,128.751249,1,admin,20260806
스타벅스 경남사천DT,3232*640,35.080980,128.083555,1,admin,20260806
스타벅스 사천벌리,3232*641,34.941137,128.086381,1,admin,20260806
스타벅스 진주평거,3232*642,35.172324,128.060063,1,admin,20260806
스타벅스 진주칠암DT,3232*643,35.174907,128.092966,1,admin,20260806
스타벅스 진주중안,3232*644,35.192930,128.083038,1,admin,20260806
스타벅스 진주신안,3232*645,35.184372,128.068210,1,admin,20260806
스타벅스 진주경상대,3232*646,35.152412,128.105714,1,admin,20260806
스타벅스 진주초전DT,3232*647,35.197388,128.116032,1,admin,20260806
스타벅스 진주혁신도시,3232*648,35.180806,128.143995,1,admin,20260806
스타벅스 경상대칠암캠퍼스,3232*649,35.178526,128.093623,1,admin,20260806
스타벅스 마산회원DT,3232*650,35.220657,128.574434,1,admin,20260806
스타벅스 창원상남로,3232*651,35.221253,128.681235,1,admin,20260806
스타벅스 마산역DT,3232*652,35.236200,128.580545,1,admin,20260806
스타벅스 마산해안대로DT,3232*653,35.204510,128.580956,1,admin,20260806
스타벅스 진해자은DT,3232*654,35.143793,128.706881,1,admin,20260806
스타벅스 창원역DT,3232*655,35.257066,128.607861,1,admin,20260806
스타벅스 창원호계DT,3232*656,35.261507,128.523036,1,admin,20260806
스타벅스 창원마창대교,3232*657,35.170623,128.597273,1,admin,20260806
스타벅스 삼성창원병원,3232*658,35.242565,128.592460,1,admin,20260806
스타벅스 마산터미널,3232*659,35.238134,128.583270,1,admin,20260806
스타벅스 진해용원,3232*660,35.101122,128.809896,1,admin,20260806
스타벅스 창원리베라,3232*661,35.223387,128.680163,1,admin,20260806
스타벅스 창원상남중앙,3232*662,35.222756,128.684363,1,admin,20260806
스타벅스 창원상남동R,3232*663,35.224468,128.683955,1,admin,20260806
스타벅스 신세계마산,3232*664,35.219363,128.586754,1,admin,20260806
스타벅스 창원시티세븐,3232*665,35.240106,128.653535,1,admin,20260806
스타벅스 경남대,3232*666,35.178461,128.558600,1,admin,20260806
스타벅스 창원용지호수,3232*667,35.229881,128.681890,1,admin,20260806
스타벅스 마산월남동DT,3232*668,35.185822,128.561226,1,admin,20260806
스타벅스 마산봉암로DT,3232*669,35.218820,128.599318,1,admin,20260806
스타벅스 진해경화역DT,3232*670,35.159251,128.691821,1,admin,20260806
스타벅스 창원반림,3232*671,35.236043,128.671745,1,admin,20260806
스타벅스 창원유니시티,3232*672,35.256510,128.625291,1,admin,20260806
스타벅스 창원NC파크R,3232*673,35.223429,128.582693,1,admin,20260806
스타벅스 창원중앙역,3232*674,35.238753,128.701406,1,admin,20260806
스타벅스 진해부산신항,3232*675,35.088418,128.814739,1,admin,20260806
스타벅스 창원경상대병원,3232*676,35.198899,128.706984,1,admin,20260806
스타벅스 창원대로DT,3232*677,35.209562,128.683682,1,admin,20260806
스타벅스 창원사파,3232*678,35.223059,128.700799,1,admin,20260806
스타벅스 진해장천,3232*679,35.130839,128.703571,1,admin,20260806
스타벅스 창원파티마병원,3232*680,35.236797,128.645831,1,admin,20260806
스타벅스 창원내서,3232*681,35.249031,128.510681,1,admin,20260806
스타벅스 마산진동DT,3232*682,35.114308,128.482418,1,admin,20260806
스타벅스 통영이마트,3232*683,34.886598,128.417895,1,admin,20260806
스타벅스 통영죽림,3232*684,34.882242,128.422815,1,admin,20260806
스타벅스 통영북신DT,3232*685,34.854754,128.428162,1,admin,20260806
스타벅스 거제대로DT,3232*686,34.894667,128.641559,1,admin,20260806
스타벅스 거제고현,3232*687,34.890771,128.622185,1,admin,20260806
스타벅스 소노캄거제,3232*688,34.843843,128.702360,1,admin,20260806
스타벅스 거제옥포DT,3232*689,34.888991,128.691574,1,admin,20260806
스타벅스 거제장평,3232*690,34.892974,128.608744,1,admin,20260806
스타벅스 남양산IC DT,3232*691,35.319987,129.030485,1,admin,20260806
스타벅스 양산증산역,3232*692,35.308980,129.009457,1,admin,20260806
스타벅스 양산가촌,3232*693,35.317147,129.001499,1,admin,20260806
스타벅스 양산덕계DT,3232*694,35.376107,129.155523,1,admin,20260806
스타벅스 양산터미널,3232*695,35.335340,129.026850,1,admin,20260806
스타벅스 양산범어,3232*696,35.328744,129.014307,1,admin,20260806
스타벅스 양산이마트,3232*697,35.337066,129.026902,1,admin,20260806
스타벅스 양산물금DT,3232*698,35.307535,128.986401,1,admin,20260806
스타벅스 양산신기DT,3232*699,35.355050,129.038318,1,admin,20260806
스타벅스 영남대아트센터,3232*700,35.831864,128.753292,1,admin,20260806
스타벅스 영남대중앙도서관,3232*701,35.833166,128.758014,1,admin,20260806
스타벅스 영남대,3232*702,35.836968,128.753065,1,admin,20260806
스타벅스 대구가톨릭대,3232*703,35.907786,128.812463,1,admin,20260806
스타벅스 경산이마트,3232*704,35.834624,128.720181,1,admin,20260806
스타벅스 대구대학교,3232*705,35.897370,128.849758,1,admin,20260806
스타벅스 경산임당역DT,3232*706,35.833750,128.745658,1,admin,20260806
스타벅스 경산중산,3232*707,35.830297,128.719742,1,admin,20260806
스타벅스 경산하양DT,3232*708,35.904849,128.823882,1,admin,20260806
스타벅스 경산무학,3232*709,35.917282,128.813156,1,admin,20260806
스타벅스 경주보문,3232*710,35.836607,129.284983,1,admin,20260806
스타벅스 경주터미널DT,3232*711,35.838226,129.203324,1,admin,20260806
스타벅스 경주대릉원,3232*712,35.833993,129.214981,1,admin,20260806
스타벅스 경주보문호수DT,3232*713,35.853239,129.268688,1,admin,20260806
스타벅스 경주중앙,3232*714,35.842119,129.212469,1,admin,20260806
스타벅스 경주보문로DT,3232*715,35.838831,129.285953,1,admin,20260806
스타벅스 경주용강DT,3232*716,35.867738,129.224455,1,admin,20260806
스타벅스 경주충효DT,3232*717,35.844539,129.174758,1,admin,20260806
스타벅스 구미상모DT,3232*718,36.082317,128.356385,1,admin,20260806
스타벅스 구미도량DT,3232*719,36.138474,128.316815,1,admin,20260806
스타벅스 구미옥계,3232*720,36.138285,128.419563,1,admin,20260806
스타벅스 구미시청DT,3232*721,36.117631,128.341607,1,admin,20260806
스타벅스 구미금오산DT,3232*722,36.122450,128.323746,1,admin,20260806
스타벅스 구미인동,3232*723,36.107824,128.418499,1,admin,20260806
스타벅스 구미공단,3232*724,36.101773,128.385854,1,admin,20260806
스타벅스 구미인의DT,3232*725,36.095564,128.431144,1,admin,20260806
스타벅스 구미광평DT,3232*726,36.103740,128.363590,1,admin,20260806
스타벅스 구미문성DT,3232*727,36.160830,128.343046,1,admin,20260806
스타벅스 구미확장단지,3232*728,36.155954,128.430024,1,admin,20260806
스타벅스 상주무양DT,3232*729,36.426185,128.157202,1,admin,20260806
스타벅스 영주가흥,3232*730,36.822911,128.610235,1,admin,20260806
스타벅스 경북도청대로,3232*731,36.574734,128.485496,1,admin,20260806
스타벅스 포항쌍용DT,3232*732,36.015500,129.352589,1,admin,20260806
스타벅스 포항오천,3232*733,35.964203,129.402716,1,admin,20260806
스타벅스 포항대이,3232*734,36.025372,129.339307,1,admin,20260806
스타벅스 포항이마트,3232*735,35.991221,129.398508,1,admin,20260806
스타벅스 포항시청,3232*736,36.018247,129.342089,1,admin,20260806
스타벅스 포항송도,3232*737,36.035647,129.379446,1,admin,20260806
스타벅스 포항IC DT,3232*738,36.035500,129.333031,1,admin,20260806
스타벅스 포항세명기독병원,3232*739,36.017825,129.362026,1,admin,20260806
스타벅스 포항포스코DT,3232*740,35.996578,129.387641,1,admin,20260806
스타벅스 김천구미역,3232*741,36.116366,128.181653,1,admin,20260806
스타벅스 김천시청DT,3232*742,36.132608,128.117670,1,admin,20260806
스타벅스 김천부곡DT,3232*743,36.128160,128.101300,1,admin,20260806
스타벅스 안동이마트,3232*744,36.558505,128.699308,1,admin,20260806
스타벅스 안동병원,3232*745,36.547024,128.700640,1,admin,20260806
스타벅스 안동시청,3232*746,36.566357,128.731139,1,admin,20260806
스타벅스 안동강변DT,3232*747,36.562221,128.739847,1,admin,20260806
스타벅스 안동옥동,3232*748,36.562289,128.701536,1,admin,20260806
스타벅스 영천완산DT,3232*749,35.967021,128.948863,1,admin,20260806
스타벅스 포항죽도DT,3232*750,36.018521,129.347918,1,admin,20260806
스타벅스 포항장성DT,3232*751,36.074535,129.384214,1,admin,20260806
스타벅스 포항양덕,3232*752,36.081551,129.398161,1,admin,20260806
스타벅스 포항중앙,3232*753,36.038713,129.364099,1,admin,20260806
스타벅스 포항영일대비치,3232*754,36.054992,129.376981,1,admin,20260806
스타벅스 포항법원DT,3232*755,36.088505,129.385016,1,admin,20260806
스타벅스 포항화진해수욕장,3232*756,36.251552,129.373348,1,admin,20260806
스타벅스 포항중앙로DT,3232*757,36.030707,129.366266,1,admin,20260806
스타벅스 포항초곡DT,3232*758,36.094074,129.343183,1,admin,20260806
스타벅스 포항두호DT,3232*759,36.061009,129.370226,1,admin,20260806
스타벅스 광양LF,3232*760,34.963281,127.566205,1,admin,20260806
스타벅스 광양마동DT,3232*761,34.940269,127.705715,1,admin,20260806
스타벅스 목포터미널DT,3232*762,34.810168,126.416970,1,admin,20260806
스타벅스 목포하당,3232*763,34.803958,126.419806,1,admin,20260806
스타벅스 목포북항DT,3232*764,34.808634,126.373266,1,admin,20260806
스타벅스 목포옥암,3232*765,34.807386,126.427267,1,admin,20260806
스타벅스 목포평화광장,3232*766,34.796986,126.434950,1,admin,20260806
